type,job,job_require,skill,path
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,SWE,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Dev,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (FinTech) #1,Software Development,Application Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (FinTech) #1,Project Management,Project Mgmt,"['Fullstack (FinTech) #1', 'require>', 'Project Management', 'synonym<', 'Project Mgmt']"
multi_hop_synonym,Fullstack (FinTech) #1,Project Management,Management,"['Fullstack (FinTech) #1', 'require>', 'Project Management', 'synonym>', 'Management']"
multi_hop_synonym,Fullstack (FinTech) #1,Project Management,Team Management,"['Fullstack (FinTech) #1', 'require>', 'Project Management', 'synonym>', 'Management', 'synonym<', 'Team Management']"
multi_hop_synonym,Fullstack (FinTech) #1,System Administration,sysadm,"['Fullstack (FinTech) #1', 'require>', 'System Administration', 'synonym<', 'sysadm']"
multi_hop_synonym,Fullstack (FinTech) #1,Version Control System,VCS,"['Fullstack (FinTech) #1', 'require>', 'Version Control System', 'synonym<', 'VCS']"
multi_hop_synonym,Fullstack (FinTech) #1,Version Control System,Version Control Systems,"['Fullstack (FinTech) #1', 'require>', 'Version Control System', 'synonym<', 'VCS', 'synonym>', 'Version Control Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language (SQL),"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym>', 'Structured Query Language (SQL)']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language (SQL) Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,RDB,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'RDB']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Database Management System,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,RDBMS,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Databases,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL Databases,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases', 'synonym<', 'SQL Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language (SQL),"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym>', 'Structured Query Language (SQL)']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language (SQL) Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,RDB,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'RDB']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Database Management System,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,RDBMS,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Databases,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL Databases,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases', 'synonym<', 'SQL Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language (SQL),"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym>', 'Structured Query Language (SQL)']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Structured Query Language (SQL) Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Database,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,RDB,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'RDB']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Database Management System,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,RDBMS,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,SQL,Relational Databases,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases']"
